Author	Book Title	ISBN	Year Level
McCallum, Grant	Anthony Mundine	978-1-876400-11-8	5-6, 7-8
McCallum, Grant	Cathy Freeman	978-1-876400-23-1	5-6, 7-8
McCallum, Grant	Christine Anu	978-1-876400-25-5	7-8
McCallum, Grant	Ernie Dingo	978-1-876400-24-8	5-6
McCallum, Grant	Mandawuy Yunupingu and Yothu Yindi	978-1-876400-26-2	5-6
McCallum, Grant	Michael O'Loughlin	978-1-876400-08-8	5-6
McCallum, Grant	Nova Peris-Kneebone	978-1-876400-12-5	5-6
McCallum, Grant	Troy Cassar Daley	978-1-876400-10-1	5-6
McCarthy, Cormac	All the Pretty Horses	9781743291214	9-10
McCarthy, Maureen	Careful What You Wish For	9781741766257	5-6
McCarthy, Maureen	Chain of Hearts	978-0-14-028153-8	7-8
McCarthy, Maureen	Cross My Heart	978-0-14-100333-7	9-10
McCarthy, Maureen	Flash Jack	978-1-4133-1170-9	7-8
McCarthy, Maureen	Ganglands	978-0-14-100332-0	9-10
McCarthy, Maureen	In Between	978-0-14-028115-6	5-6, 7-8
McCarthy, Maureen	Queen Kat, Carmel and St Jude Get a Life	978-0-14-028124-8	9-10
McCarthy, Maureen	Rose by any Other Name	978-1-74175-426-1	9-10
McCarthy, Maureen	Saret's Story	978-0-14-010179-9	5-6, 7-8
McCarthy, Maureen	Somebody's Crying	978-1-74175-519-0	9-10
McCarthy, Maureen	The Convent	9781742375045	9-10
McCarthy, Maureen	When You Wake and Find Me Gone	978-0-14-300031-0	9-10
McCarthy, Maureen	Alex's Story	978-0-14-010180-5	5-6, 7-8
McCarthy, Maureen	Angie's Story	978-0-14-010177-5	5-6, 7-8
McCarthy, Maureen	Fatima's Story	978-0-14-010178-2	5-6, 7-8
McCartney, Tania	A Scottish Year: Twelve Months in the Life of Scotland's Kids	9781921966873	3-4
McCartney, Tania	A Texas Year: Twelve Months in the Life of Texan Kids	9781925335064	3-4
McCartney, Tania	A New York Year: Twelve Months in the Life of New York's Kids	9781925335071	3-4
McCartney, Tania; Booth, Christina (ill.)	This is Captain Cook	9780642278692	3-4
McCartney, Tania; Joyner, Andrew (ill.)	Australian Kids Through the Years	9780642278593	3-4
McCartney, Tania; Reynolds, Pat (ill)	Caroline Chisholm	9781921928482	5-6
McCartney, Tania; Snerling, Tina (ill)	An Aussie Year: Twelve Months in the Life of Australian Kids	9781921966248	EC-2
McCaughrean, Geraldine	A Little Lower than the Angels	978-0-19-271780-1	7-8
McCaughrean, Geraldine	Greek Heroes	978-0-192-74202-5	7-8
McCaughrean, Geraldine	One Thousand and One Arabian Nights	978-0-19-275013-6	5-6
McCaughrean, Geraldine	Peter Pan in Scarlet	978-0-192-72620-9	5-6
McCaughrean, Geraldine	The Kite Rider	978-0-19-271860-0	5-6, 7-8
McCaughrean, Geraldine (ed.); Chichester Clark, Emma(ill)	The Orchard Book of Greek Myths	978-1-85213-373-3	3-4
McCleary, Stacey; deGennaro, Sue (ill)	One Funky Monkey	9781921150456	EC-2
McClintock, Mike	A Fly Went by	978-0-00-171305-5	EC-2
McCloskey, Robert	Make Way for Ducklings	978-0-14-056434-1	EC-2
McCombie, Karen; Monks, Lydia (ill.)	Are We Having Fun Yet? [Hmm?]	978-1-84428-070-4	5-6
McCombie, Karen; Monks, Lydia (ill.)	Being Grown up Is Cool [Not]	978-1-84428-089-6	5-6
McCombie, Karen; Monks, Lydia (ill.)	How to Be Good[ish]	978-1-84428-933-2	5-6
McCombie, Karen; Monks, Lydia (ill.)	Me and the School (un)Fair	978-1-4063-1188-4	5-6
McCombie, Karen; Monks, Lydia (ill.)	My (Most Excellent) Pet Project	978-1-4063-0287-5	5-6
McCombie, Karen; Monks, Lydia (ill.)	My Big [Strange] Happy Family!	978-1-4063-0078-9	5-6
McCombie, Karen; Monks, Lydia (ill.)	Oops, I Lost My Best[est] Friends	978-1-84428-934-9	5-6
McCombie, Karen; Monks, Lydia (ill.)	Wow, I'm a Gazillionaire [I Wish]	978-1-4063-0135-9	5-6
McCurdy, Michael	Trapped by Ice	978-0-8027-7633-4	5-6
McDiarmid, Alex	Stuff Happens: Harry	9780143308959	5-6
McDonald, Kellie; Cowcher, Helen	Antarctica	978-1-86391-049-1	5-6
McDonald, Megan	Judy Moody and Stink series		3-4
McDonald, Megan	Judy Moody Series		3-4
McDonald, Megan	Stink series		3-4
McDonald, Meme	Love Like Water	978-1-74114-885-5	9-10
McDonald, Meme	Sister Chick	978-1-86508-986-7	5-6
McDonald, Meme	The Way of the Birds	978-1-86448-026-9	3-4
McDonald, Meme; Pryor, Boori	Flytrap	978-1-86508-608-8	5-6
McDonald, Meme; Pryor, Boori	My Girragundji	978-1-86448-818-0	5-6
McDonald, Meme; Pryor, Boori	Njunjul the Sun	978-1-86508-641-5	9-10
McDonald, Meme; Pryor, Boori	The Binna Binna Man	978-1-86508-071-0	7-8
McDonald, Wendy	Pharaoh's Tomb	978-1-86291-623-4	7-8
McDonnell, Flora	Splash!	978-0-7445-9682-3	EC-2
McDougal, Jill	Anna the Goanna and Other Poems	978-0-85575-344-3	7-8
McDougall, Jill	Jinxed	978-1-921150-59-3	5-6
McFadden, Clare	The Flying Orchestra	9780702237041	5-6
McFarlane, Peter	Among Ants, Between Bees	978-0-7329-4841-2	7-8
McFarlane, Peter	Bomber Boy	978-0-14-130953-8	7-8
McFarlane, Peter	Goat Boy	978-0-14-130952-1	7-8
McFarlane, Peter	More than a Game	978-0-14-130182-2	9-10
McFarlane, Susannah	Christmas Countdown	9781921684258	3-4
McFarlane, Susannah	Drama Queen	978-1-92168-422-7	3-4
McFarlane, Susannah	EJ Spy School series		EC-2
McFarlane, Susannah	EJ12 Girl Hero series		3-4
McGahan, Andrew	Ship Kings series		7-8, 9-10
McGahan, Andrew	Ship Kings: The Coming of the Whirlpool	9781742376479	7-8, 9-10
McGahan, Andrew	The Coming of the Whirlpool	9781743312056	7-8, 9-10
McGahan, Andrew	The Ocean of the Dead	9781760292188	7-8, 9-10
McGahan, Andrew	The Voyage of the Unquiet Ice	9781742378220	7-8, 9-10
McGahan, Andrew	The War of the Four Isles	9781743315095	7-8, 9-10
McGahey, Jo	Double Jeopardy	978-0-7344-0685-9	5-6, 7-8
McGahey, Jo	The Inheritance	978-0-7344-0617-0	7-8
McGough, Roger	The Big Book of Little Poems	978-0-233-99567-0	EC-2
McGuiness, Dan	Pilot and Huxley series		3-4, 5-6
McGuire, Tracey	It's True! A Bushfire Burned my Dunny Down	978-1-74114-303-4	5-6
McHugh, Evan	Black Sunday	9781743627990	7-8
McHugh, Siobhan	Snowy: the Diary of Eva Fischer, Cabramurra, 1958-1959	978-1-86504-563-4	5-6, 7-8
McIntosh, Fiona	The Whisperer	978-0-7322-8667-5	5-6
McKay, Sandy; Paul, Ruth (ill.)	Mr Tripp Smells a Rat	978-1-921529-06-1	EC-2, 3-4
McKee, David	Elmer series		EC-2
Mckee, David	Isabel's Noisy Tummy	978-1741844290	EC-2
McKee, David	Not Now Bernard	978-0-09-924050-1	EC-2
McKenzie, Heath	I Wanna Be a Great Big Dinosaur	9781743626009	EC-2
McKenzie, Heath	The Aussie A to Z	978-1-921167-44-7	3-4
McKenzie, Heath	The Aussie Nutcracker	978-1-7420-3161-3	EC-2
McKenzie, Heath	The Australian Twelve Days of Christmas	978-1-921167-31-7	3-4
McKenzie, Sophie	Double-Cross	9780857070692	5-6, 7-8
McKenzie, Sophie	Hit Squad	9780857070715	5-6, 7-8
McKenzie, Sophie	Hunted	9781847385284	5-6, 7-8
McKenzie, Sophie	The Hostage	9781847385260	5-6, 7-8
McKenzie, Sophie	The Rescue	9781847385277	5-6, 7-8
McKenzie, Sophie	The Set Up	9781847385253	5-6, 7-8
McKenzie, Sophie	The Thief	9780956287786	5-6, 7-8
McKeown, Althea	Sissy’s Secret	9781863340939	EC-2
McKimmie, Chris	Alex And The Watermelon Boat	9781743310076	EC-2, 3-4
McKimmie, Chris	Brian Banana Duck Sunshine Yellow	978-1-74114-741-4	EC-2
McKimmie, Chris	Good Morning Mr Pancakes	9781742377193	EC-2, 3-4
McKimmie, Chris	Lara of Newtown	978176011325	3-4
McKimmie, Chris	Me, Teddy	9781760291334	EC-2
McKimmie, Chris	Scarlett and the Scratchy Moon	9781743315156	EC-2, 3-4
McKimmie, Chris	Two Peas in a Pod	9781742373041	EC-2, 3-4
McKimmie, Chris	Crikey and Cat	9781760110031	3-4
McKinlay, Helen	Grandma's Week Off	978-0-7333-1212-0	EC-2
McKinlay, Meg	Annabel Again	978-1-921150-10-4	5-6
McKinlay, Meg	Going for Broke	978-1-921150-61-6	5-6
McKinlay, Meg	Surface Tension	978-1-921720-28-4	5-6, 7-8
McKinlay, Meg	The Big Dig	9781921529139	3-4
McKinlay, Meg	A Single Stone	9781925081701	7-8, 9-10
McKinlay, Meg	Bella and the Wandering House	9781925162301	3-4
McKinlay, Meg	Wreck the Halls	9781921720697	5-6
McKinlay, Meg; Hughes-Odgers, Kyle (ill.)	Ten Tiny Things	9781921888946	EC-2
McKinlay, Meg; Jackson, Mark (ill.)	The Truth About Penguins	978-1-921150-48-7	EC-2
McKinlay, Meg; Rudge, Leila (ill)	No Bears	9781921529924	EC-2, 3-4, 5-6
McKinlay, Meg; Rudge, Leila (ill.)	Duck for a Day	978-1-92159-28-3	3-4
McKinley, Robin	Beauty: a Retelling of the Story of Beauty and the Beast	978-0-385-60480-2	7-8
McKinley, Robin	The Blue Sword	978-0-14-130975-0	7-8
McKinley, Robin	The Hero and the Crown	9780441328093	7-8
McKissack, Patricia C.	A Picture of Freedom: the Diary of Clotee, a Slave Girl, Virginia USA, 1859	978-0-439-98186-6	7-8
McKissack, Patricia C.	Nzingha: Warrior Queen of Matamba, Angola, 1595	978-0-439-11210-9	7-8
McLaine, Susan	Can I Pat that Dog?	978-0-207-19804-5	EC-2
McLean, David	Finding Coaby	9780980809503	9-10
McLean, Janet; McLean, Andrew (ill.)	Cat Goes to Sea	978-1-86373-773-9	EC-2
McLean, Janet; McLean, Andrew (ill.)	Cat's Whiskers	978-1-86373-924-5	EC-2
McLean, Janet; McLean, Andrew (ill.)	Dog Tales	978-1-86373-596-4	EC-2
McLean, Janet; McLean, Andrew (ill.)	Fire-engine Lil	978-0-04-820035-8	EC-2
McLean, Janet; McLean, Andrew (ill.)	Hector and Maggie	978-0-04-442162-7	EC-2
McLean, Janet; McLean, Andrew (ill.)	Jenny and the Night of the Storm	978-0-19-554388-9	EC-2
McLean, Janet; McLean, Andrew (ill.)	Josh series		EC-2
McLean, Janet; McLean, Andrew (ill.)	Let's Go, Baby-O!	97818742375649	EC-2
McLean, Janet; McLean, Andrew (ill.)	Oh, Kipper!	978-1-86373-080-8	EC-2
McLean, Janet; McLean, Andrew (ill.)	Riverboat Crew	978-0-19-553110-7	EC-2
McLean, Janet; McLean, Andrew (ill.)	The Steam Train Crew	978-0-19-554320-9	EC-2
McMillan, Dawn	Secrets: Three stories	978-0-14-350381-1	EC-2
McMullen, Sean	The Ancient Hero	978-0-7344-0657-6	7-8
McMullin N; Walters, Ainsley (ill.)	Side By Side Shoulder To Shoulder	9780980794823	5-6
McMullin, N; Walters, Ainsley (ill.)	Side By Side In The Beginning	9780980794809	5-6
McMullin, Neridah; Hudson, Peter (ill.)	Kick It To Me	9780980794861	3-4, 5-6
McMullin, Neridah; McLean, Andrew (ill.)	Fabish the Horse that Braved a Bushfire	9781925266863	3-4
McMullin, Neridah; Walters, Ainsley (ill.)	Knock About Cricket A Story of Sporting Legend - Johnny Mullagh	9780992439736	5-6, 7-8
McNamara, Kenneth	It's True! We Came from Slime	978-1-74114-273-0	5-6
McNaughton, Colin	Here Come the Aliens!	978-0-7445-4394-0	EC-2
McNaughton, Colin; Chichester Clark, Emma	Not Last Night but the Night Before	9781406304268	EC-2
McNaughton, Colin; Chichester Clark, Emma (ill)	Have You Ever Ever Ever?	9781406322880	EC-2
McRitchie, Rebecca; Hulme, Celeste (ill.)	Edward and The Great Discovery	9781925059007	EC-2, 3-4
McRobbie, David	A Good Arriving	978-0-14300-403-5	9-10
McRobbie, David	Fergus McPhail	978-0-14-330142-4	7-8
McRobbie, David	Mandragora	978-1-86330-101-5	9-10
McRobbie, David	See How They Run	978-0-14-130333-8	7-8
McRobbie, David	This Book is Haunted	978-1-86330-756-7	7-8
McRobbie, David	To Brave the Seas A Boy at War	978-1-74331-307-7	7-8
McRobbie, David	Vinnie's War	9781742375762X	7-8
McRobbie, David	Waxing with Wayne	978-1-86330-093-3	7-8
McRobbie, Narelle	Bip the Snapping Bungaroo	978-1-875641-08-6	EC-2
McRobbie, Narelle	Who's that Jumbun in the Log?	978-1-875641-23-9	EC-2
McSkimming, Geoffrey	After the Puce Empress	978-0-340-58445-3	7-8
McSkimming, Geoffrey	Cairo Jim series		5-6, 7-8
McSkimming, Geoffrey	Jocelyn Osgood in Ascent into Asgard	978-0-7336-0294-8	7-8
McSkimming, Geoffrey	Phyllis Wong series		5-6, 7-8
McSkimming, Geoffrey	Xylophones Above Zarundi	978-0-340-62245-2	7-8
McVeity, Jen	Dreamcatcher	978-0-85091-964-6	7-8
Mead, Richelle	Blood Promise	978-1-921518-29-4	9-10
Mead, Richelle	Bloodlines	9781101535547	9-10
Mead, Richelle	Frostbite	978-1-59514-175-0	9-10
Mead, Richelle	Last Sacrifice	9781921518904	9-10
Mead, Richelle	Shadow Kiss	978-1-59514-197-2	9-10
Mead, Richelle	Silver Shadows	9781595143211	9-10
Mead, Richelle	Spirit Bound	978-1-59514-250-4	9-10
Mead, Richelle	The Fiery Heart	9781595143204	9-10
Mead, Richelle	The Golden Lily	9781595143181	9-10
Mead, Richelle	The Indigo Spell	9781595143198	9-10
Mead, Richelle	The Ruby Circle	9781595143228	9-10
Mead, Richelle	Vampire Academy	978-1-59514-174-3	9-10
Meadows, Daisy	Rainbow Fairy series		3-4
Meaney, Flynn	Bloodthirsty	978-0-7322-9219-5	9-10
Mears, Gillian; Dabarera, Dinalie (ill.)	The Cat With The Coloured Tail	9781922077400	3-4
Measday, Stephen	Francis Bacon series		5-6
Meehan, Kierin	Hannah's Winter	978-0-14-100044-2	5-6, 7-8
Meehan, Kierin	In the Monkey Forest	978-0-14-330216-2	7-8
Meehan, Kierin	Night Singing	978-0-14-330060-1	7-8
Meehan, Kierin	Ten Rules for Detectives	978-0-14330-331-2	5-6, 7-8
Meeks, Arone Raymond	Enora and the Black Crane	978-0-86896-644-1	3-4
Meeks, Arone Raymond	Sisi and the Cassowary	978-1-86504-524-5	3-4
Mei, Lau Siew, Tay-Audouard, Lak-Khee (ill.)	Yin's Magic Dragon	978-1-921167-87-4	3-4
Melenhorst, Glenn	Little Boys	978-1-4050-3642-9	EC-2, 3-4
Melki-Wegner, Skye	Borderlands	9781742759562	5-6, 7-8
Melki-Wegner, Skye	Chasing the Valley	9781742759548	5-6, 7-8
Melki-Wegner, Skye	Skyfire	9780857981721	5-6, 7-8
Melki-Wegner, Skye	The Hush	9780857985668	9-10
Melling, David	Hugless Douglas series		EC-2
Melling, David	The Kiss that Missed	978-0-03-407917-3	EC-2
Mellor, Bronwyn; Hemming, Judith; Leggett, Jane	Changing Stories	978-1-875136-01-8	9-10
Meloy,Colin	Under Wildwood	9780062024718	5-6
Meloy,Colin	Wildwood	9780062024688	5-6
Meloy,Colin	Wildwood Imperium	9780062047090	5-6
Mende, Nazar	Slave	978-1-84408-114-1	9-10
Mercer Mayer	Going to the sea park	978-0060835538	EC-2, 3-4
Meredith, Susan; Rojo, Sarah (ill.)	Why Should I Bother About the Planet	9781409599630	5-6
Meres, Jonathan	Fame Thing	978-1842993705	7-8, 9-10
Meres, Jonathan	Love Dad	978-1842992012	7-8, 9-10
Merle, Claire	The Fall	9780571282913	9-10
Merle, Claire	The Glimpse	978-0571280537	9-10
Mes, Yvonne; Eterovic, Sandra (ill.)	Meet… Sidney Nolan	9780857985897	3-4, 5-6
Meserve, Jessica	Can Anybody Hear Me?	978-1-84270-836-1	EC-2
Mettler, Rene	The Egg	978-1-85103-082-8	EC-2
Metzenthan, David	Dreaming the Enemy	9781760112257	9-10
Metzenthen, David	Anton Rocks on	978-0-14-330140-0	5-6
Metzenthen, David	Black Water	978-0-14-300561-2	9-10
Metzenthen, David	Boys of Blood and Bone	978-0-14-300130-0	9-10
Metzenthen, David	Brocky's Bananagram	978-1-86504-578-8	7-8
Metzenthen, David	Falling Forward	978-0-14-300389-2	9-10
Metzenthen, David	Finn and the Big Guy	978-0-14-038267-9	7-8
Metzenthen, David	Fort Island	978-0-14-130142-6	3-4
Metzenthen, David	Gilbert's Ghost Train	978-1-86504-459-0	7-8
Metzenthen, David	Jarvis 24	978-0-14301-004-3	9-10
Metzenthen, David	Johnny Hart's Heroes	978-0-14-037939-6	7-8
Metzenthen, David	Roller Coaster	978-0-14-330176-9	EC-2
Metzenthen, David	Save Our Sharks	9781742534923	3-4
Metzenthen, David	Spider	978-0-14-330099-1	EC-2
Metzenthen, David	Squidnapped	978-0-14-330477-7	EC-2
Metzenthen, David	Stony Heart Country	978-0-14-027908-5	7-8
Metzenthen, David	The Colour of Sunshine	978-0-14-131051-0	7-8
Metzenthen, David	The Hand Knitted Hero	978-0-14-130498-4	3-4
Metzenthen, David	The Really Nearly Deadly Canoe Ride	978-0-14330-454-8	5-6
Metzenthen, David	The Really, Really Epic Mini-Bike Ride	978-0-14330-121-9	5-6
Metzenthen, David	The Really, Really High Diving Tower	978-0-14-330043-4	5-6
Metzenthen, David	Tiff and the Trout	978-0-14-130657-5	5-6
Metzenthen, David	Wildlight: a Journey	978-0-14-100481-5	7-8
Metzenthen, David; Axelsen, Stephen (ill.)	Freda the Free-Range Chook	9781742535678	EC-2
Metzenthen, David; Axelsen, Stephen (ill.)	Winning the World Cup	978-0-14-330278-0	EC-2
Metzenthen, David; Camilleri, Michael (ill.)	One Minute's Silence	9781743316245	5-6, 7-8, 9-10
Metzenthen, David; Hobbs, Leigh (ill.)	Hide That Horse!	978-0-14-330449-4	EC-2
Metzenthen, David; Rippin, Sally (ill.)	The Rainbirds	978-0-7344-0886-0	EC-2
Mewburn, Kyle; Blackwood, Freya (ill.)	No Room for a Mouse	978-1-86504-660-0	EC-2
Mewburn, Kyle; Cool, Rebecca (ill.)	Bog Frog Hop	9781921714580	EC-2
Mewburn, Kyle; Richards, Claire (ill.)	The Eleventh Sheep	978-1-74169-133-7	EC-2
Meyer, Caroline	Anastasia: the Last Grand Duchess, Russia, 1914	978-0-439-12908-4	7-8
Meyer, Caroline	Beware, Princess Elizabeth	978-0-00-715030-4	7-8
Meyer, Caroline	Isabel: Jewel of Castilla, Spain, 1466	978-0-439-07805-4	7-8
Meyer, Caroline	Kristina: the Girl King, Sweden, 1638	978-0-439-24976-8	7-8
Meyer, Caroline	Mary, Bloody Mary	978-0-00-715029-8	7-8
Meyer, Madeleine	Carpet	9781921136269	3-4
Meyer, Marissa	Cress	9780312642976	9-10
Meyer, Marissa	Fairest	9781250060556	9-10
Meyer, Marissa	Glitches	9781466807648	9-10
Meyer, Marissa	Scarlet	9780312642969	9-10
Meyer, Marissa	The Queen's Army	9781466833791	9-10
Meyer, Marissa	Winter	9780312642983	9-10
Meyer, Marissa	Cinder	9780312641894	9-10
Meyer, Stephenie	The Host	978-1-84744-184-3	9-10
Meyer, Stephenie	Twilight series		9-10
Michael Morpurgo	War Horse	978-0439796637	5-6
Michael, Jan	Leaving Home	9781842707784	7-8
Michaels, Anne	The Adventures of Miss Petitfour	9781770495029	3-4, 5-6
Michaels, Chrissie	Convict Girl	9781743620151	5-6
Michaels, Chrissie	In Lonnie's Shadow	978-1-876462-91-8	9-10
Michaels, Chrissie	Voyage to Botany Bay	9781741699111	5-6
Miesen, Christina	Jamie Spy and the Great Cookie Mystery	978-0-14-330514-9	EC-2
Miesen, Christina	Leeza Van Breeza's Best Idea Ever	9780-1433-0599-6	3-4
Miesen, Christina	Leeza Von Breeza's Nail-biting Idea	978-0-14330-322-0	3-4
Miesen, Christina	The Fete Escape	978-0-14-330464-7	3-4
Miesen,Christina	The Amazing Fleadini	9780143305866	EC-2
Miklowitz, Gloria D.	Secrets in the House of Delgado	978-0-8028-5210-6	7-8
Milbourne, Anna; Gaudenzi,Giacinto (ill.)	Horses and Ponies	978-0-7460-5860-2	EC-2
Miles, Chris	Who's on the Money?	978-1-921167-40-9	5-6
Miles, Ellen	Pugsley	978-0-545-03455-5	EC-2, 3-4, 5-6, 7-8, 9-10
Miles, Ellen	The Puppy Place series		3-4
Millard, Dr Anne	The New Book of Pharaohs	978-0-7496-3178-9	5-6
Millard, Glenda	A Small Free Kiss in the Dark	978-1-74175-658-6	5-6, 7-8
Millard, Glenda	Bringing Reuben Home	978-0-7333-1389-9	7-8
Millard, Glenda	Heart of the Tiger	978-1-86504-618-1	EC-2
Millard, Glenda	Mrs Wiggins' Wartymelons	978-0-7333-1380-6	EC-2
Millard, Glenda	Once a Shepherd	9780763674588	3-4
Millard, Glenda	The Novice	978-0-7333-1494-0	7-8
Millard, Glenda	The Stars At Oktober Bend	9781743315897	9-10
Millard, Glenda	Unplugged!	978-1-876289-32-4	EC-2
Millard, Glenda; Bentley, Jonathan (ill.)	And Red Galoshes	9781921541469	EC-2
Millard, Glenda; Chapman, Gaye (ill.)	Kaito's Cloth	9-781-86504-845-1	EC-2, 3-4
Millard, Glenda; Cool, Rebecca (ill.)	For All Creatures	9781921529818	EC-2, 3-4
Millard, Glenda; Cool, Rebecca (ill.)	Isabella's Garden	978-1-921150-33-3	3-4
Millard, Glenda; King, Stephen Michael (ill.)	All the Colours of Paradise	978-0-7333-2583-0	5-6
Millard, Glenda; King, Stephen Michael (ill.)	Layla, Queen of Hearts	978-0-7333-1842-9	5-6
Millard, Glenda; King, Stephen Michael (ill.)	Perry Angel's Suitcase	978-0-7333-2255-6	5-6
Millard, Glenda; King, Stephen Michael (ill.)	The Duck and the Darklings	9781743312612	3-4
Millard, Glenda; King, Stephen Michael (ill.)	The Naming of Tishkin Silk	978-0-7333-1314-1	5-6
Millard, Glenda; Mullins, Patricia (ill.)	Lightning Jack	9781741693911	EC-2, 3-4
Millard, Glenda; White, Annie (ill)	Mbobo Tree	978-1-7416-9351-5	3-4
Millard, Kerry	Gordon's Biscuit	978-0-14-350115-2	EC-2
Miller, David	First Flight	9781921504570	EC-2
Miller, David	Just like You and Me	978-0-7336-1245-9	EC-2
Miller, David	Refugees	978-0-7344-0633-0	3-4
Miller, David	Rufus: the Numbat	9781921665097	EC-2, 3-4
Miller, David	What's for Lunch?	978-0-7336-0605-2	EC-2
Miller, Debbie S; Van Zyle, Jon	Survival at 40oC Above	978-1-4081-9029-6	3-4, 5-6
Miller, Virginia	Be Gentle	978-1-4063-1187-7	EC-2
Millett, Peter	The Curse of the Catastrophic Cupcakes	9780571253265	3-4
Millett, Peter	The Petrifying Plot of the Plummeting Pants	9780571252473	3-4
Millett, Peter; Bowles, Trish	The Anzac Puppy	9781774430971	EC-2
Milligan, Laura	Hocus Pocus series		3-4
Milne, A. A.	Winnie-the-Pooh	978-0-7497-0210-6	5-6
Milne, Christopher	Naughty Stories for Good Boys and Girls series		5-6
Milne, Christopher	The Western Sydney Kid	978-0-9580091-2-6	5-6
Milne, Rosemary; McLean, Andrew (ill)	There's a Goat in my Coat	9781741758917	EC-2
Milne, Simon; Stewart, Chantal (ill)	The Dance Teacher	978-1-74331-331-2	EC-2
Minarik, Else Holmelund; Doubleday, Dorothy (ill)	Little Bear series		EC-2
Mindel, Nissan	Lubavitcher Rabbi's Memoirs	978-1-55874-824-8	7-8
Minoui, Delphine, Ali, Nujood	I Am Nujood, Age 10 and Divorced	978-1-86471-035-9	9-10
Mitchelhill, Barbara	Dangerous Diamonds	978-1-84270-978-8	7-8
Mitchell, David	Martial Arts	978-0-7513-2815-8	5-6
Mitchell, Elyne	Brumby series		5-6
Mitchell, Pratima	Indian Mutiny: Hanuman Singh, India, 1857-1858	978-0-439-98108-8	5-6, 7-8
Mitchell, Simon	Kung Phew	9780143306368	3-4
Mitchell, Simon	Tough Times	9780143308010	5-6, 7-8
Mitchell, Simon; Gordon, Gus (ill.)	The Baked Bean Bandit	9780143304357	3-4
Mitchell, Simon; Wood, Ben (ill.)	Louie the Pirate Chef	978-1-921504-05-1	EC-2
Mitchison, Amanda	Mission Telemark	978-1-4063-1104-4	7-8
Mitton, Jacqueline; Balit, Christina	The Planet Gods	9781426304484	3-4
Mitton, Jacqueline; Balit, Christina (ill)	Kingdom of the Sun	978-0-86461-363-9	3-4
Mitton, Tony; Chatterton, Martin (ill.)	Groovy Greek Hero Raps	978-1-84121-807-6	5-6
Mitton, Tony; Chatterton, Martin (ill.)	Mighty Greek Myth Raps	978-1-84121-811-3	5-6
Mizrahi Blatt, Evelyn	More Precious Than Gold	978-1-929628-10-0	3-4
Mohr, Rowena	My Life and Other Catastrophes	978-1-74175-286-1	7-8
Moloney, J	Bridget	9781742990989	5-6, 7-8
Moloney, James	68 Teeth	978-0-14-330191-2	5-6
Moloney, James	A Box of Chicks	978-0-14-131361-0	3-4
Moloney, James	A Bridge to Wiseman's Cove	978-0-7022-2884-1	7-8
Moloney, James	Angela	978-0-7022-3084-4	7-8
Moloney, James	Black Taxi	978-0-207-19989-9	7-8
Moloney, James	Blue Hair Day	978-0-14-130825-8	EC-2
Moloney, James	Buzzard Breath and Brains	978-0-7022-2956-5	5-6, 7-8
Moloney, James	Crossfire	978-0-7022-2384-6	7-8
Moloney, James	David, the Best Model Maker in the World	978-0-14-130744-2	3-4
Moloney, James	Dougy	978-0-7022-2499-7	7-8
